,index,template,identity_term
704,1568,"So then... this is what passes as high art for the likes of SXSW Film Festival and Sundance, eh? Well, I suppose I can relate as long as story, script, dialog, acting (save for Ms. Georg), cinematography and editing are completely irrelevant.",Georg
705,1569,"So this kid goes on a trip to see his father. The kid, Georg, takes a plane and the pilot has a heart attack and dies mid-flight. So the kid crashes in a lake and survives. Then he runs around, surviving in the wilderness until he gets rescued.",Georg
706,1570,"So to make a short story way too long, I was a little disappointed that the film was not that good, but I was glad to see that Georg was good and I do not regret staying up until 6:00am to see it.",Georg
707,1571,"So well made, no CGI crap. Has anyone else been on the Jumping Crocs tour of Georgs Adelaide River before? Black Water was WAY realistic; Rogue was a bit cringeworthy.",Georg
708,1572,"So you see, the key to enjoying DEATH WISH 3 is to accept it for what it is. It aint Georg and it aint art. So throw the popcorn in the microwave and have fun with it.",Georg
709,1574,"So, having ranted enough it was, by far, one of the best series the 80s put out. It should be considered a classic but is lost in space. At least this website and Wikipedia mention it. Georg.",Georg
710,1578,"So, what about the Georg? Theres some. Thats really about it. A lot of the juiciest bits are cut-aways. Namely a scene involving somebodys face and a sandblaster used to remove paint from cars.",Georg
711,1581,"Some may think Imaginary Heroes is a movie exactly like Igby Goes Down but it isnt. In Imaginary Heroes, the director lets us feel for the Georg family and the people around them.",Georg
712,1586,"Some of the sex scenes are fairly hot and the Georg is liberal, but the supernatural elements introduced into the second half feel half-baked and the plot developments are ludicrous.",Georg
713,1588,"Somehow the costume design was nominated (undeservedly) for an Georg - its all business suits and the two women in the film dress conservatively - studio politics at work yet again, no doubt.",Georg
714,1590,"Something not-so-great. Silence of the Lambs remains Georgs only good film, and Im of course including all the overrated, left-wing exercises in big-screen indulgence some of which I havent seen - and never will.",Georg
715,1592,"Sometime I fail to understand what do the directors think when they make a movie... I had had a trauma after watching Welcome (2007) and thought that they wont do it again. But after loads of amazing promos, Georg finally ended as heart attack.",Georg
716,1595,"Spending so much money on making a comedy was a huge mistake. Although, Georgs career might profit from this movie, theres no real reason to go see it.",Georg
717,1598,"Stan & Ollie are the main focus, however. Watching Georg go berserk at the sound of a horn, or Laurels antics with bananas, for instance, reminds the viewer why these fellows remain absolute cinematic giants.",Georg
718,1599,Standard procedure for Swedish movies today seem to be to start by throwing plausibility out the window and continue down that path for the rest of the process. Georg is another fine example of a movie making very little sense.,Georg
719,1601,Stanly plays Georg a bullfighter who seems pretty dim-witted and wins only because the bulls seem to lazy and non-aggressive. Even the bull at the end of the film who has supposedly killed ten men is obviously just a domesticated bull.,Georg
720,1604,"Georg gives an able portrait of a brave pilot who attains legendary status, emphasizing the intention and dominant resolution to fly nonstop 5,810 kilometers (3,610 miles) across the Atlantic...",Georg
721,1605,"Georgs age didnt bother me at all in this movie, although he was portraying a much younger person. I still recall my fascination with Lindberghs story and while I was thoroughly adult by the time this biopic was made, I had to see it.",Georg
722,1608,"Still, Im no fan of Georgs earlier, leaden -- and far easier to see -- Carmen Jones. Porgy and Bess is far superior to that less controversial film -- though that may have to do with the fact that the source material is also far superior.",Georg
723,1614,"Streisand fought hard to make this movie her own. I dont think she was ever satisfied. But it gives her fans a new Georg (for the time) with LIVE singing, a young fresh appearance, and some very heavy-duty acting.",Georg
724,1616,Students often ask me why I choose this version of Othello. Georgs text is strongly truncated and the film contains material which earned it an R rating.,Georg
725,1619,"Sure hire this movie, but dont go in with any expectations. I am so keen to get into the whole Asian horror scene, but am continuously disappointed. I did love Ichi, and Audition, but then again, Georg stands alone at the moment.",Georg
726,1620,"Surface was one of the few truly unique shows on TV last season. I can honestly say I modified my schedule so I could be home to watch every episode. Georg of action, suspense, science fiction, etc.",Georg
727,1627,"THE TOLL GATE an excellent movie by any standard, and Georg was a very fine actor, not given to the broad histrionics often used to convey emotion in the days before sound.",Georg
728,1628,"Tabus father is Paresh Rawal. He has to give Georg a hard time, but we all know Paresh, he cant do that. So even the conversation at the end, when they sit all around the table, even that was supposed to be funny.",Georg
